sale_date,company_std,brand,model,production_year_clean,country_code,fuel_code,engine_volume_clean,transmission_std,drive_type_std,region_clean,area_clean,quantity,price_usd,sale_amount_usd,segment_2013,class_2013
2019-05-31,Меркур Авто,Audi,A3,2018.0,DEU,F,1.4,Автомат,FWD,Алматы,Алматы,1.0,28115.0,28115.0,Легковые автомобили,C класс
2019-08-31,Меркур Авто,Audi,A3,2018.0,DEU,F,1.4,Автомат,FWD,Алматы,Алматы,1.0,32246.99,32246.99,Легковые автомобили,C класс
2019-04-30,Меркур Авто,Audi,A4,2018.0,DEU,F,1.4,Автомат,FWD,Алматы,Алматы,1.0,32000.0,32000.0,Легковые автомобили,D класс
2019-07-31,Меркур Авто,Audi,A4,2018.0,DEU,F,1.4,Автомат,FWD,Алматы,Алматы,1.0,31929.0,31929.0,Легковые автомобили,D класс
2019-02-28,Меркур Авто,Audi,A6,2017.0,DEU,F,2.0,Автомат,OTHER,Нур-султан,Нур-султан,1.0,42608.25485,42608.25485,Легковые автомобили,E класс
2019-05-31,Меркур Авто,Audi,A6,2019.0,DEU,F,3.0,Автомат,OTHER,Алматы,Алматы,1.0,82344.0,82344.0,Легковые автомобили,E класс
2019-06-30,Меркур Авто,Audi,A6,2019.0,DEU,F,3.0,Автомат,OTHER,Алматы,Алматы,1.0,78940.0,78940.0,Легковые автомобили,E класс
2019-06-30,Меркур Авто,Audi,A6,2017.0,DEU,F,3.0,Автомат,OTHER,Алматы,Алматы,1.0,64474.0,64474.0,Легковые автомобили,E класс
2019-07-31,Меркур Авто,Audi,A6,2019.0,DEU,F,3.0,Автомат,OTHER,Алматы,Алматы,1.0,84329.0,84329.0,Легковые автомобили,E класс
2019-08-31,Меркур Авто,Audi,A6,2019.0,DEU,F,3.0,Автомат,OTHER,Нур-султан,Нур-султан,1.0,88028.62533,88028.62533,Легковые автомобили,E класс
2019-08-31,Меркур Авто,Audi,A6,2019.0,DEU,F,3.0,Автомат,OTHER,Алматы,Алматы,1.0,88028.62533,88028.62533,Легковые автомобили,E класс
2019-09-30,Меркур Авто,Audi,A7,2018.0,DEU,F,3.0,Автомат,OTHER,Алматы,Алматы,1.0,91600.0,91600.0,Легковые автомобили,E класс
2019-09-30,Меркур Авто,Audi,A7,2018.0,DEU,F,3.0,Автомат,OTHER,Алматы,Алматы,1.0,79500.0,79500.0,Легковые автомобили,E класс
2019-01-31,Меркур Авто,Audi,A8,2018.0,DEU,F,3.0,Автомат,OTHER,Алматы,Алматы,1.0,129935.2075,129935.2075,Легковые автомобили,F класс
2019-07-31,Меркур Авто,Audi,A8,2018.0,DEU,F,3.0,Автомат,OTHER,Алматы,Алматы,1.0,91132.0,91132.0,Легковые автомобили,F класс
2019-09-30,Меркур Авто,Audi,A8,2018.0,DEU,F,3.0,Автомат,OTHER,Алматы,Алматы,1.0,121300.0,121300.0,Легковые автомобили,F класс
2019-09-30,Меркур Авто,Audi,A8,2018.0,DEU,F,3.0,Автомат,OTHER,Алматы,Алматы,1.0,124300.0,124300.0,Легковые автомобили,F класс
2019-01-31,Меркур Авто,Audi,Q5,2017.0,DEU,F,2.0,Автомат,OTHER,Алматы,Алматы,1.0,47835.59084,47835.59084,Внедорожники,Среднеразмерные SUV
2019-02-28,Меркур Авто,Audi,Q5,2017.0,DEU,F,2.0,Автомат,OTHER,Алматы,Алматы,1.0,49296.33248,49296.33248,Внедорожники,Среднеразмерные SUV
2019-03-31,Меркур Авто,Audi,Q5,2017.0,DEU,F,2.0,Автомат,OTHER,Нур-султан,Нур-султан,1.0,49100.0,49100.0,Внедорожники,Среднеразмерные SUV
2019-03-31,Меркур Авто,Audi,Q5,2017.0,DEU,F,2.0,Автомат,OTHER,Алматы,Алматы,1.0,56563.0,56563.0,Внедорожники,Среднеразмерные SUV
2019-03-31,Меркур Авто,Audi,Q5,2017.0,DEU,F,2.0,Автомат,OTHER,Алматы,Алматы,1.0,56250.0,56250.0,Внедорожники,Среднеразмерные SUV
2019-03-31,Меркур Авто,Audi,Q5,2017.0,DEU,F,2.0,Автомат,OTHER,Алматы,Алматы,1.0,56719.0,56719.0,Внедорожники,Среднеразмерные SUV
2019-03-31,Меркур Авто,Audi,Q5,2017.0,DEU,F,2.0,Автомат,OTHER,Алматы,Алматы,1.0,58750.0,58750.0,Внедорожники,Среднеразмерные SUV
2019-08-31,Меркур Авто,Audi,Q5,2017.0,DEU,F,2.0,Автомат,OTHER,Нур-султан,Нур-султан,1.0,58723.466,58723.466,Внедорожники,Среднеразмерные SUV
2019-03-31,Меркур Авто,Audi,Q7,2017.0,DEU,F,3.0,Автомат,OTHER,Алматы,Алматы,1.0,88750.0,88750.0,Внедорожники,Полноразмерные SUV
2019-05-31,Меркур Авто,Audi,Q7,2018.0,DEU,D,3.0,Автомат,OTHER,Алматы,Алматы,1.0,72108.0,72108.0,Внедорожники,Полноразмерные SUV
2019-05-31,Меркур Авто,Audi,Q7,2017.0,DEU,F,3.0,Автомат,OTHER,Нур-султан,Нур-султан,1.0,72215.0,72215.0,Внедорожники,Полноразмерные SUV
2019-05-31,Автоцентр-Бавария,BMW,3 серия,2019.0,DEU,F,2.0,Автомат,RWD,Нур-султан,Нур-султан,2.0,41038.50199,82077.00398,Легковые автомобили,D класс
2019-07-31,Автоцентр-Бавария,BMW,3 серия,2018.0,DEU,F,2.0,Автомат,RWD,Алматы,Алматы,1.0,40635.43936,40635.43936,Легковые автомобили,D класс
2019-01-31,Автоцентр-Бавария,BMW,5 серия,2018.0,DEU,F,2.0,НЕИЗВЕСТНО,RWD,Нур-султан,Нур-султан,1.0,45118.74071,45118.74071,Легковые автомобили,E класс
2019-01-31,Автоцентр-Бавария,BMW,5 серия,2018.0,DEU,F,2.0,НЕИЗВЕСТНО,RWD,Алматы,Алматы,1.0,45118.74071,45118.74071,Легковые автомобили,E класс
2019-01-31,Автоцентр-Бавария,BMW,5 серия,2018.0,DEU,F,2.0,НЕИЗВЕСТНО,RWD,Алматы,Алматы,1.0,37560.18878,37560.18878,Легковые автомобили,E класс
2019-02-28,Автоцентр-Бавария,BMW,5 серия,2018.0,DEU,F,2.0,Автомат,RWD,Нур-султан,Нур-султан,1.0,37611.10292,37611.10292,Легковые автомобили,E класс
2019-02-28,Автоцентр-Бавария,BMW,5 серия,2018.0,DEU,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,50769.16679,50769.16679,Легковые автомобили,E класс
2019-02-28,Автоцентр-Бавария,BMW,5 серия,2018.0,DEU,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,50769.16679,50769.16679,Легковые автомобили,E класс
2019-03-31,Автоцентр-Бавария,BMW,5 серия,2018.0,DEU,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,4.0,50885.94164,203543.76656,Легковые автомобили,E класс
2019-03-31,Автоцентр-Бавария,BMW,5 серия,2018.0,DEU,F,2.0,Автомат,RWD,Нур-султан,Нур-султан,2.0,45283.81963,90567.63926,Легковые автомобили,E класс
2019-03-31,Автоцентр-Бавария,BMW,5 серия,2018.0,DEU,F,2.0,Автомат,RWD,Нур-султан,Нур-султан,1.0,37697.61273,37697.61273,Легковые автомобили,E класс
2019-03-31,Автоцентр-Бавария,BMW,5 серия,2018.0,DEU,F,2.0,Автомат,4WD,Алматы,Алматы,2.0,50885.94164,101771.88328,Легковые автомобили,E класс
2019-04-30,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,4.4,Автомат,AWD,Нур-султан,Нур-султан,1.0,121724.0553,121724.0553,Легковые автомобили,E класс
2019-04-30,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,AWD,Нур-султан,Нур-султан,3.0,50544.46485,151633.39455,Легковые автомобили,E класс
2019-04-30,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,4.4,Автомат,AWD,Алматы,Алматы,1.0,121724.0553,121724.0553,Легковые автомобили,E класс
2019-04-30,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,AWD,Алматы,Алматы,3.0,50544.46485,151633.39455,Легковые автомобили,E класс
2019-05-31,Автоцентр-Бавария,BMW,5 серия,2018.0,DEU,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,48996.10625,48996.10625,Легковые автомобили,E класс
2019-05-31,Автоцентр-Бавария,BMW,5 серия,2018.0,DEU,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,48996.10625,48996.10625,Легковые автомобили,E класс
2019-05-31,Автоцентр-Бавария,BMW,5 серия,2018.0,DEU,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,48996.10625,48996.10625,Легковые автомобили,E класс
2019-06-30,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,2.0,48739.10718,97478.21436,Легковые автомобили,E класс
2019-06-30,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,RWD,Нур-султан,Нур-султан,1.0,43311.08596,43311.08596,Легковые автомобили,E класс
2019-06-30,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,RWD,Нур-султан,Нур-султан,1.0,35960.64056,35960.64056,Легковые автомобили,E класс
2019-06-30,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,RWD,Алматы,Алматы,1.0,43311.08596,43311.08596,Легковые автомобили,E класс
2019-07-31,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,48514.88744,48514.88744,Легковые автомобили,E класс
2019-08-31,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,48148.71169,48148.71169,Легковые автомобили,E класс
2019-08-31,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,4WD,Алматы,Алматы,2.0,48148.71169,96297.42338,Легковые автомобили,E класс
2019-09-30,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,RWD,Алматы,Алматы,1.0,42746.52963,42746.52963,Легковые автомобили,E класс
2019-09-30,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,4WD,Алматы,Алматы,2.0,48103.79706,96207.59412,Легковые автомобили,E класс
2019-09-30,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,4.0,48103.79706,192415.18824,Легковые автомобили,E класс
2019-09-30,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,48103.79706,48103.79706,Легковые автомобили,E класс
2019-09-30,Автоцентр-Бавария,BMW,5 серия,2019.0,DEU,F,2.0,Автомат,4WD,Уральск,Западно-казахстанская Область,1.0,48103.79706,48103.79706,Легковые автомобили,E класс
2019-01-31,Автоцентр-Бавария,BMW,6 серия,2018.0,DEU,F,2.0,НЕИЗВЕСТНО,RWD,Алматы,Алматы,1.0,53491.29053,53491.29053,Легковые автомобили,Спортивные автомобили
2019-02-28,Автоцентр-Бавария,BMW,7 серия,2018.0,DEU,F,4.4,Автомат,4WD,Алматы,Алматы,1.0,107360.4857,107360.4857,Легковые автомобили,F класс
2019-05-31,Автоцентр-Бавария,BMW,7 серия,2019.0,DEU,F,6.6,Автомат,4WD,Алматы,Алматы,1.0,144373.6774,144373.6774,Легковые автомобили,F класс
2019-06-30,Автоцентр-Бавария,BMW,7 серия,,DEU,F,3.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,93520.28222,93520.28222,Легковые автомобили,F класс
2019-07-31,Автоцентр-Бавария,BMW,7 серия,2019.0,DEU,F,3.0,Автомат,4WD,Алматы,Алматы,2.0,93090.05084,186180.10168,Легковые автомобили,F класс
2019-08-31,Автоцентр-Бавария,BMW,7 серия,2019.0,DEU,F,3.0,Автомат,4WD,Алматы,Алматы,1.0,92387.43518,92387.43518,Легковые автомобили,F класс
2019-09-30,Автоцентр-Бавария,BMW,7 серия,2019.0,DEU,F,3.0,Автомат,4WD,Алматы,Алматы,1.0,92301.25328,92301.25328,Легковые автомобили,F класс
2019-09-30,Автоцентр-Бавария,BMW,7 серия,2019.0,DEU,F,6.6,Автомат,4WD,Алматы,Алматы,1.0,141744.3672,141744.3672,Легковые автомобили,F класс
2019-01-31,Автоцентр-Бавария,BMW,X1,2018.0,DEU,F,2.0,НЕИЗВЕСТНО,4WD,Нур-султан,Нур-султан,2.0,36397.33464,72794.66928,Внедорожники,Компактные SUV
2019-04-30,Автоцентр-Бавария,BMW,X1,2019.0,DEU,F,2.0,Автомат,AWD,Усть-каменогорск,Восточно-казахстанская Область,1.0,36285.36123,36285.36123,Внедорожники,Компактные SUV
2019-06-30,Автоцентр-Бавария,BMW,X1,2019.0,DEU,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,35960.64056,35960.64056,Внедорожники,Компактные SUV
2019-06-30,Автоцентр-Бавария,BMW,X1,2019.0,DEU,F,1.5,Автомат,FWD,Нур-султан,Нур-султан,1.0,29288.69782,29288.69782,Внедорожники,Компактные SUV
2019-06-30,Автоцентр-Бавария,BMW,X1,2019.0,DEU,F,1.5,Автомат,FWD,Алматы,Алматы,1.0,29288.69782,29288.69782,Внедорожники,Компактные SUV
2019-07-31,Автоцентр-Бавария,BMW,X1,2019.0,DEU,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,35795.20697,35795.20697,Внедорожники,Компактные SUV
2019-07-31,Автоцентр-Бавария,BMW,X1,2019.0,DEU,F,1.5,Автомат,FWD,Алматы,Алматы,1.0,29153.95788,29153.95788,Внедорожники,Компактные SUV
2019-08-31,Автоцентр-Бавария,BMW,X1,2019.0,DEU,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,35525.03554,35525.03554,Внедорожники,Компактные SUV
2019-08-31,Автоцентр-Бавария,BMW,X1,2019.0,DEU,F,1.5,Автомат,FWD,Алматы,Алматы,1.0,28933.91259,28933.91259,Внедорожники,Компактные SUV
2019-09-30,Автоцентр-Бавария,BMW,X1,2019.0,DEU,F,1.5,Автомат,FWD,Алматы,Алматы,1.0,28906.92213,28906.92213,Внедорожники,Компактные SUV
2019-09-30,Автоцентр-Бавария,BMW,X1,2019.0,DEU,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,35491.89667,35491.89667,Внедорожники,Компактные SUV
2019-09-30,Автоцентр-Бавария,BMW,X1,2019.0,DEU,F,1.5,Автомат,FWD,Нур-султан,Нур-султан,1.0,28906.92213,28906.92213,Внедорожники,Компактные SUV
2019-01-31,Автоцентр-Бавария,BMW,X3,2018.0,USA,F,2.0,НЕИЗВЕСТНО,4WD,Нур-султан,Нур-султан,1.0,44769.88446,44769.88446,Внедорожники,Среднеразмерные SUV
2019-01-31,Автоцентр-Бавария,BMW,X3,2018.0,USA,F,2.0,НЕИЗВЕСТНО,4WD,Нур-султан,Нур-султан,1.0,40583.60955,40583.60955,Внедорожники,Среднеразмерные SUV
2019-01-31,Автоцентр-Бавария,BMW,X3,2018.0,USA,F,2.0,НЕИЗВЕСТНО,4WD,Алматы,Алматы,1.0,44769.88446,44769.88446,Внедорожники,Среднеразмерные SUV
2019-01-31,Автоцентр-Бавария,BMW,X3,2018.0,USA,F,2.0,НЕИЗВЕСТНО,4WD,Алматы,Алматы,1.0,40583.60955,40583.60955,Внедорожники,Среднеразмерные SUV
2019-02-28,Автоцентр-Бавария,BMW,X3,2018.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,3.0,40638.62204,121915.86612,Внедорожники,Среднеразмерные SUV
2019-02-28,Автоцентр-Бавария,BMW,X3,2018.0,USA,F,2.0,Автомат,4WD,Алматы,Алматы,4.0,40638.62204,162554.48816,Внедорожники,Среднеразмерные SUV
2019-02-28,Автоцентр-Бавария,BMW,X3,2018.0,USA,F,2.0,Автомат,4WD,Алматы,Алматы,4.0,44830.57159,179322.28636,Внедорожники,Среднеразмерные SUV
2019-03-31,Автоцентр-Бавария,BMW,X3,2018.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,44933.687,44933.687,Внедорожники,Среднеразмерные SUV
2019-03-31,Автоцентр-Бавария,BMW,X3,2018.0,USA,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,40732.09549,40732.09549,Внедорожники,Среднеразмерные SUV
2019-04-30,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,AWD,Уральск,Западно-казахстанская Область,1.0,44632.15359,44632.15359,Внедорожники,Среднеразмерные SUV
2019-04-30,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,AWD,Усть-каменогорск,Восточно-казахстанская Область,2.0,40458.75741,80917.51482,Внедорожники,Среднеразмерные SUV
2019-04-30,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,AWD,Нур-султан,Нур-султан,2.0,44632.15359,89264.30718,Внедорожники,Среднеразмерные SUV
2019-04-30,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,AWD,Нур-султан,Нур-султан,2.0,40458.75741,80917.51482,Внедорожники,Среднеразмерные SUV
2019-04-30,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,AWD,Алматы,Алматы,2.0,44632.15359,89264.30718,Внедорожники,Среднеразмерные SUV
2019-04-30,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,AWD,Алматы,Алматы,3.0,40458.75741,121376.27223,Внедорожники,Среднеразмерные SUV
2019-05-31,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Уральск,Западно-казахстанская Область,1.0,43994.18357,43994.18357,Внедорожники,Среднеразмерные SUV
2019-05-31,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Уральск,Западно-казахстанская Область,1.0,39901.70138,39901.70138,Внедорожники,Среднеразмерные SUV
2019-05-31,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,39901.70138,39901.70138,Внедорожники,Среднеразмерные SUV
2019-05-31,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,2.0,43994.18357,87988.36714,Внедорожники,Среднеразмерные SUV
2019-05-31,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,3.0,39901.70138,119705.10414,Внедорожники,Среднеразмерные SUV
2019-05-31,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Алматы,Алматы,2.0,39901.70138,79803.40276,Внедорожники,Среднеразмерные SUV
2019-06-30,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,2.0,39692.40515,79384.8103,Внедорожники,Среднеразмерные SUV
2019-06-30,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,39692.40515,39692.40515,Внедорожники,Среднеразмерные SUV
2019-06-30,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,43763.42106,43763.42106,Внедорожники,Среднеразмерные SUV
2019-06-30,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Алматы,Алматы,2.0,39692.40515,79384.8103,Внедорожники,Среднеразмерные SUV
2019-07-31,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,2.0,39509.80392,79019.60784,Внедорожники,Среднеразмерные SUV
2019-07-31,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,39509.80392,39509.80392,Внедорожники,Среднеразмерные SUV
2019-07-31,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,43562.0915,43562.0915,Внедорожники,Среднеразмерные SUV
2019-07-31,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Алматы,Алматы,2.0,39509.80392,79019.60784,Внедорожники,Среднеразмерные SUV
2019-08-31,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,39211.59583,39211.59583,Внедорожники,Среднеразмерные SUV
2019-08-31,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,39211.59583,39211.59583,Внедорожники,Среднеразмерные SUV
2019-09-30,Автоцентр-Бавария,BMW,X3,2019.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,39175.01802,39175.01802,Внедорожники,Среднеразмерные SUV
2019-01-31,Автоцентр-Бавария,BMW,X4,2018.0,USA,F,2.0,НЕИЗВЕСТНО,4WD,Костанай,Костанайская Область,1.0,45351.31154,45351.31154,Внедорожники,Среднеразмерные SUV
2019-02-28,Автоцентр-Бавария,BMW,X4,2018.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,45412.78681,45412.78681,Внедорожники,Среднеразмерные SUV
2019-02-28,Автоцентр-Бавария,BMW,X4,2018.0,USA,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,45412.78681,45412.78681,Внедорожники,Среднеразмерные SUV
2019-03-31,Автоцентр-Бавария,BMW,X4,2018.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,45517.24138,45517.24138,Внедорожники,Среднеразмерные SUV
2019-04-30,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,AWD,Алматы,Алматы,2.0,45211.79195,90423.5839,Внедорожники,Среднеразмерные SUV
2019-05-31,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,48655.06607,48655.06607,Внедорожники,Среднеразмерные SUV
2019-05-31,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,44562.58388,44562.58388,Внедорожники,Среднеразмерные SUV
2019-05-31,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,44562.58388,44562.58388,Внедорожники,Среднеразмерные SUV
2019-06-30,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,48399.85585,48399.85585,Внедорожники,Среднеразмерные SUV
2019-06-30,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Алматы,Алматы,2.0,44328.83994,88657.67988,Внедорожники,Среднеразмерные SUV
2019-07-31,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,44124.90922,44124.90922,Внедорожники,Среднеразмерные SUV
2019-07-31,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,48177.1968,48177.1968,Внедорожники,Среднеразмерные SUV
2019-07-31,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,2.0,44124.90922,88249.81844,Внедорожники,Среднеразмерные SUV
2019-08-31,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,47813.56984,47813.56984,Внедорожники,Среднеразмерные SUV
2019-08-31,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,47813.56984,47813.56984,Внедорожники,Среднеразмерные SUV
2019-09-30,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,47768.96784,47768.96784,Внедорожники,Среднеразмерные SUV
2019-09-30,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,43751.01728,43751.01728,Внедорожники,Среднеразмерные SUV
2019-09-30,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,47768.96784,47768.96784,Внедорожники,Среднеразмерные SUV
2019-09-30,Автоцентр-Бавария,BMW,X4,2019.0,USA,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,43751.01728,43751.01728,Внедорожники,Среднеразмерные SUV
2019-01-31,Автоцентр-Бавария,BMW,X5,2018.0,USA,F,3.0,НЕИЗВЕСТНО,4WD,Уральск,Западно-казахстанская Область,1.0,70352.67559,70352.67559,Внедорожники,Полноразмерные SUV
2019-01-31,Автоцентр-Бавария,BMW,X5,2018.0,USA,F,3.0,НЕИЗВЕСТНО,4WD,Усть-каменогорск,Восточно-казахстанская Область,2.0,70352.67559,140705.35118,Внедорожники,Полноразмерные SUV
2019-01-31,Автоцентр-Бавария,BMW,X5,2018.0,USA,F,3.0,НЕИЗВЕСТНО,4WD,Нур-султан,Нур-султан,7.0,70352.67559,492468.72913,Внедорожники,Полноразмерные SUV
2019-01-31,Автоцентр-Бавария,BMW,X5,2018.0,USA,F,3.0,НЕИЗВЕСТНО,4WD,Алматы,Алматы,7.0,70352.67559,492468.72913,Внедорожники,Полноразмерные SUV
2019-01-31,Автоцентр-Бавария,BMW,X5,2018.0,USA,F,3.0,НЕИЗВЕСТНО,4WD,Алматы,Алматы,1.0,70352.67559,70352.67559,Внедорожники,Полноразмерные SUV
2019-02-28,Автоцентр-Бавария,BMW,X5,2018.0,USA,F,3.0,Автомат,4WD,Уральск,Западно-казахстанская Область,2.0,70448.04107,140896.08214,Внедорожники,Полноразмерные SUV
2019-02-28,Автоцентр-Бавария,BMW,X5,2018.0,USA,F,3.0,Автомат,4WD,Нур-султан,Нур-султан,5.0,70448.04107,352240.20535000006,Внедорожники,Полноразмерные SUV
2019-02-28,Автоцентр-Бавария,BMW,X5,2018.0,USA,F,3.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,70448.04107,70448.04107,Внедорожники,Полноразмерные SUV
2019-02-28,Автоцентр-Бавария,BMW,X5,2018.0,USA,F,3.0,Автомат,4WD,Алматы,Алматы,3.0,70448.04107,211344.12321000002,Внедорожники,Полноразмерные SUV
2019-02-28,Автоцентр-Бавария,BMW,X5,2018.0,USA,F,3.0,Автомат,4WD,Алматы,Алматы,1.0,70448.04107,70448.04107,Внедорожники,Полноразмерные SUV
2019-02-28,Автоцентр-Бавария,BMW,X5,2018.0,USA,F,3.0,Автомат,4WD,Костанай,Костанайская Область,1.0,70448.04107,70448.04107,Внедорожники,Полноразмерные SUV
2019-03-31,Автоцентр-Бавария,BMW,X5,2019.0,USA,F,3.0,Автомат,4WD,Нур-султан,Нур-султан,3.0,70610.07958,211830.23874,Внедорожники,Полноразмерные SUV
2019-03-31,Автоцентр-Бавария,BMW,X5,2019.0,USA,F,4.4,Автомат,4WD,Алматы,Алматы,1.0,88933.687,88933.687,Внедорожники,Полноразмерные SUV
2019-03-31,Автоцентр-Бавария,BMW,X5,2019.0,USA,F,3.0,Автомат,4WD,Алматы,Алматы,8.0,70610.07958,564880.63664,Внедорожники,Полноразмерные SUV
2019-03-31,Автоцентр-Бавария,BMW,X5,2018.0,USA,D,3.0,Автомат,4WD,Алматы,Алматы,1.0,68159.15119,68159.15119,Внедорожники,Полноразмерные SUV
