sale_date,company_std,brand,model,production_year_clean,country_code,fuel_code,engine_volume_clean,transmission_std,drive_type_std,region_clean,area_clean,quantity,price_usd,sale_amount_usd,segment_2013,class_2013
2019-03-31,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,24641.90981,24641.90981,Внедорожники,Компактные SUV
2019-03-31,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Механика,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,24641.90981,24641.90981,Внедорожники,Компактные SUV
2019-03-31,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,25437.66578,25437.66578,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,29219.0427,29219.0427,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,24476.54704,24476.54704,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Нур-султан,Нур-султан,1.0,23949.60308,23949.60308,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Алматы,Алматы,1.0,23422.65912,23422.65912,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Актау,Мангистауская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,27111.26685,27111.26685,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Кокшетау,Акмолинская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Караганда,Карагандинская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Уральск,Западно-казахстанская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Атырау,Атырауская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Павлодар,Павлодарская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,27111.26685,27111.26685,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Уральск,Западно-казахстанская Область,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Атырау,Атырауская Область,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Кокшетау,Акмолинская Область,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Караганда,Карагандинская Область,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Кызылорда,Кызылординская Область,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Актау,Мангистауская Область,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,24740.01902,24740.01902,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Атырау,Атырауская Область,1.0,28428.62676,28428.62676,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,29219.0427,29219.0427,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,29219.0427,29219.0427,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Актау,Мангистауская Область,1.0,29219.0427,29219.0427,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,29219.0427,29219.0427,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Петропавловск,Северо-казахстанская Область,1.0,29219.0427,29219.0427,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Караганда,Карагандинская Область,1.0,29219.0427,29219.0427,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,28428.62676,28428.62676,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Актобе,Актюбинская Область,1.0,24476.54704,24476.54704,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,24476.54704,24476.54704,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Актау,Мангистауская Область,1.0,24476.54704,24476.54704,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Уральск,Западно-казахстанская Область,1.0,24476.54704,24476.54704,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Павлодар,Павлодарская Область,1.0,26584.32289,26584.32289,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Нур-султан,Нур-султан,1.0,26584.32289,26584.32289,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Нур-султан,Нур-султан,1.0,26057.37893,26057.37893,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Алматы,Алматы,1.0,26584.32289,26584.32289,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Уральск,Западно-казахстанская Область,1.0,26584.32289,26584.32289,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Актобе,Актюбинская Область,1.0,23422.65912,23422.65912,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Атырау,Атырауская Область,1.0,23949.60308,23949.60308,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Алматы,Алматы,1.0,23949.60308,23949.60308,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Шымкент,Южно-казахстанская Область,1.0,23949.60308,23949.60308,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Уральск,Западно-казахстанская Область,1.0,23949.60308,23949.60308,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Кызылорда,Кызылординская Область,1.0,23422.65912,23422.65912,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Талдыкорган,Алматинская Область,1.0,23422.65912,23422.65912,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Нур-султан,Нур-султан,1.0,23422.65912,23422.65912,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Механика,4WD,Костанай,Костанайская Область,1.0,24476.54704,24476.54704,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Механика,OTHER,Кокшетау,Акмолинская Область,1.0,23159.18714,23159.18714,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,D,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,31853.76251,31853.76251,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,1.6,НЕИЗВЕСТНО,4WD,Алматы,Алматы,1.0,32380.70647,32380.70647,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Петропавловск,Северо-казахстанская Область,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Павлодар,Павлодарская Область,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,29219.0427,29219.0427,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,28428.62676,28428.62676,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,28165.15478,28165.15478,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Атырау,Атырауская Область,1.0,29219.0427,29219.0427,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,24476.54704,24476.54704,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,24476.54704,24476.54704,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Атырау,Атырауская Область,1.0,24476.54704,24476.54704,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Тараз,Жамбылская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Тараз,Жамбылская Область,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,24740.01902,24740.01902,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Павлодар,Павлодарская Область,1.0,29219.0427,29219.0427,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Алматы,Алматы,1.0,26057.37893,26057.37893,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Актау,Мангистауская Область,1.0,23949.60308,23949.60308,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Караганда,Карагандинская Область,1.0,23949.60308,23949.60308,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Караганда,Карагандинская Область,1.0,23422.65912,23422.65912,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Петропавловск,Северо-казахстанская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,26847.79487,26847.79487,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Тараз,Жамбылская Область,1.0,26847.79487,26847.79487,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Кызылорда,Кызылординская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Павлодар,Павлодарская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Талдыкорган,Алматинская Область,1.0,26847.79487,26847.79487,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,23949.60308,23949.60308,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,25266.96298,25266.96298,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,28165.15478,28165.15478,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,29219.0427,29219.0427,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,24476.54704,24476.54704,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,24476.54704,24476.54704,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,OTHER,Шымкент,Южно-казахстанская Область,1.0,25530.43497,25530.43497,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,OTHER,Шымкент,Южно-казахстанская Область,1.0,26057.37893,26057.37893,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,1.6,НЕИЗВЕСТНО,4WD,Шымкент,Южно-казахстанская Область,1.0,30799.87459,30799.87459,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,23949.60308,23949.60308,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Талдыкорган,Алматинская Область,1.0,29219.0427,29219.0427,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,28165.15478,28165.15478,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,29219.0427,29219.0427,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Караганда,Карагандинская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,26847.79487,26847.79487,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,24476.54704,24476.54704,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2018.0,KAZ,F,2.0,Автомат,4WD,Усть-каменогорск,Восточно-казахстанская Область,1.0,27901.6828,27901.6828,Внедорожники,Компактные SUV
2019-04-30,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Актобе,Актюбинская Область,1.0,23949.60308,23949.60308,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,27867.40382,27867.40382,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Уральск,Западно-казахстанская Область,1.0,27867.40382,27867.40382,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Павлодар,Павлодарская Область,1.0,27867.40382,27867.40382,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,27867.40382,27867.40382,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Уральск,Западно-казахстанская Область,1.0,25235.92093,25235.92093,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,25235.92093,25235.92093,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,29183.14527,29183.14527,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,29183.14527,29183.14527,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,24446.47606,24446.47606,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Кокшетау,Акмолинская Область,1.0,26551.66238,26551.66238,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Шымкент,Южно-казахстанская Область,1.0,26551.66238,26551.66238,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Нур-султан,Нур-султан,1.0,26551.66238,26551.66238,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Нур-султан,Нур-султан,1.0,23920.17948,23920.17948,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Алматы,Алматы,1.0,23920.17948,23920.17948,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,27867.40382,27867.40382,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Актау,Мангистауская Область,1.0,27867.40382,27867.40382,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Костанай,Костанайская Область,1.0,27867.40382,27867.40382,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,25235.92093,25235.92093,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,25235.92093,25235.92093,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Нур-султан,Нур-султан,1.0,25235.92093,25235.92093,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Актобе,Актюбинская Область,1.0,25235.92093,25235.92093,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Алматы,Алматы,1.0,29183.14527,29183.14527,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Тараз,Жамбылская Область,1.0,29183.14527,29183.14527,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Павлодар,Павлодарская Область,1.0,29183.14527,29183.14527,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,29183.14527,29183.14527,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Уральск,Западно-казахстанская Область,1.0,29183.14527,29183.14527,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,1.0,24446.47606,24446.47606,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Уральск,Западно-казахстанская Область,1.0,24446.47606,24446.47606,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Костанай,Костанайская Область,1.0,26551.66238,26551.66238,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,OTHER,Атырау,Атырауская Область,1.0,26551.66238,26551.66238,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Атырау,Атырауская Область,1.0,27867.40382,27867.40382,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Тараз,Жамбылская Область,1.0,27867.40382,27867.40382,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Караганда,Карагандинская Область,1.0,27867.40382,27867.40382,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Кокшетау,Акмолинская Область,1.0,27867.40382,27867.40382,Внедорожники,Компактные SUV
2019-05-31,Астана Моторс,Hyundai,Tucson,2019.0,KAZ,F,2.0,Автомат,4WD,Актобе,Актюбинская Область,1.0,27867.40382,27867.40382,Внедорожники,Компактные SUV
